attr	type	dim	value	default	formatAs	typeW3C	EQN	loc	value.def
y	COORDINATE	M	<coordinate>				FALSE	AltGlyphElementYAttribute	Specifies corresponding absolute y-coordinates for \strong{altGlyph} element. If rendering only unicode characters inside an \strong{altGlyph} element, then this specifies the absolute y-coordinates for the first n characters where n is the length of the y-vector . If rendering alternate \emph{glyphs}, then y[1] specifies a new the absolute y-coordinate for the current text position, so that text begins as y[1], with the remainder, y[-1], being ignored.
y	NUMERIC	1	<number>				FALSE	GlyphRefElementYAttribute	Specifies the y-coordinate for the \emph{glyph} in terms of the fonts coordinate system.
y	COORDINATE	1	<coordinate>				FALSE	RectElementYAttribute	Specifies the y-coordinate of the top side of the rectangle.
y	COORDINATE	1	<coordinate>	0.1			FALSE	MaskElementYAttribute	Specifies the y-coordinate of top side of a rectangle defining the offscreen buffer used in computing the masked image. The resulting masked imageis the intersection of the mask and that buffer. The default is y=.1, maskUnits=\emph{'objectBoundingBox'}).
y	COORDINATE	1	<coordinate>	0			FALSE	ForeignObjectElementYAttribute	Specifies the y-coordinate of the top side of the rectangular region into which the \emph{'foreignObject'} will be rendered. Default=0.
y	COORDINATE	1	<coordinate>				FALSE	PatternElementYAttribute	Specifies the y-coordinate of the top side of a tile
y	COORDINATE	1	<coordinate>	0			FALSE	CursorElementYAttribute	Specifies the y-coordinate of the point that the cursor is pointing to. This position is expressed in the cursor's coordinate system. The default is 0.
y1	COORDINATE	1	<coordinate>	0			FALSE	LineElementY1Attribute	Specifies the y-axis coordinate of the starting point of the \strong{line} element. Default is zero.
y1	COORDINATE	1	<coordinate>				FALSE	LinearGradientElementY1Attribute	Specifies the y-coordinate of the starting point of the \emph{gradient-vector} of a \strong{linearGradient element}. Can be numeric or percentage.
y2	COORDINATE	1	<coordinate>	0			FALSE	LineElementY2Attribute	Specifies the y-axis coordinate of the ending point of the \strong{line} element. Default is zero.
y2	COORDINATE	1	<coordinate>				FALSE	LinearGradientElementY2Attribute	Specifies the y-coordinate of the ending point of the gradient-vector* of a \strong{linearGradient element}. Can be numeric or percentage.
z	NUMERIC	1	<number>	0			FALSE	fePointLightZAttribute	Specifies the z-coordinate of the light source location with respect to the coordinates system on the filter produce by \emph{primitiveUnits}. (Default=0)
z	NUMERIC	1	<number>	0			FALSE	feSpotLightZAttribute	Specifies the z-coordinate of the light source location with respect to the coordinates system on the filter produce by \emph{primitiveUnits}. (Default=0)
zoomAndPan	LITERAL	1	\emph{'disable'}				FALSE	SVGElementZoomAndPanAttribute	Specifies to the user agent that zooming is forbidden.
zoomAndPan	LITERAL	1	\emph{'magnify'}				FALSE	SVGElementZoomAndPanAttribute	Specifies for the user agent to provide controls and allow zoom and pan operations, but applies only to the outer-most svg. (i.e. svgR).
zoomAndPan	LITERAL	1	\emph{'disable'}				FALSE	ZoomAndPanAttribute	disables zooming
zoomAndPan	LITERAL	1	\emph{'magnify'}				FALSE	ZoomAndPanAttribute	enables zooming (applies only to the for outermost \emph{svg}, typically arrising from an \emph{svgR} call)
in2	LITERAL	1	\emph{'SourceGraphic'}				FALSE	feCompositeIn2Attribute	Specifies to use the original graphic source as the second input, \emph{in2}.
in2	LITERAL	1	\emph{'SourceAlpha'}				FALSE	feCompositeIn2Attribute	Specifies to use the alpha channel of original graphic source as the second input, \emph{in2}.
in2	LITERAL	1	\emph{'BackgroundImage'}				FALSE	feCompositeIn2Attribute	Specifies to use the image snapshot of the filter region at the time filter was invoked as the second input, \emph{in2}.
in2	LITERAL	1	\emph{'BackgroundAlpha'}				FALSE	feCompositeIn2Attribute	Specifies to use the the alpha channel of the filter region image as the second input, \emph{in2}.
in2	LITERAL	1	\emph{'FillPaint'}				FALSE	feCompositeIn2Attribute	Specifies to use the fill property on the target element as the second input, \emph{in2}.
in2	LITERAL	1	\emph{'StrokePaint'}				FALSE	feCompositeIn2Attribute	Specifies to use the stroke property on the target element as the second input, \emph{in2}.
in2	CHARACTER	1	<filter-primitive-reference>				FALSE	feCompositeIn2Attribute	Specifies to use the results of the referenced filter primitive as the second input, \emph{in2}.
in2	ELEMENT	1	<filterPrimitveElement>				FALSE	feCompositeIn2Attribute	Specifies to use the results of the given \emph{filterPrimitveElement} as the second input, \emph{in2}.
in2	LITERAL	1	\emph{'SourceGraphic'}				FALSE	feCompositeIn2Attribute	Specifies to take the original graphic sourceh for second input, \emph{in2}.
x	COORDINATE	1	<coordinate>	-10.00%			FALSE	FilterElementXAttribute	Specifies the left edge of the \strong{filter element} region.
y	COORDINATE	1	<coordinate>	-10.00%			FALSE	FilterElementYAttribute	Specifies the top edge of the \strong{filter element} region.
yChannelSelector	LITERAL	1	\emph{'R'}				FALSE	feDisplacementMapYChannelSelectorAttribute	Specifies to use the \emph{R-channel} from \emph{'in2'} to calculate a displacement of the pixels in \emph{'in1'} along the y-axis.
yChannelSelector	LITERAL	1	\emph{'G'}				FALSE	feDisplacementMapYChannelSelectorAttribute	Specifies to use the \emph{G-channel} from \emph{'in2'} to calculate a displacement of the pixels in \emph{'in1'} along the y-axis.
yChannelSelector	LITERAL	1	\emph{'B'}				FALSE	feDisplacementMapYChannelSelectorAttribute	Specifies to use the \emph{B-channel} from \emph{'in2'} to calculate a displacement of the pixels in \emph{'in1'} along the y-axis.
yChannelSelector	LITERAL	1	\emph{'A'}	T			FALSE	feDisplacementMapYChannelSelectorAttribute	Specifies to use the \emph{A-channel} from \emph{'in2'} to calculate a displacement of the pixels in \emph{'in1'} along the y-axis. (The default.)
ascent	NUMERIC	1	<number>				FALSE	FontFaceElementAscentAttribute	Specifies the maximum height for an unaccented \emph{glyph} where the height is given in the same units of the font coordinate system.
in2	LITERAL	1	\emph{'SourceGraphic'}				FALSE	FilterPrimitiveIn2Attribute	Specifies taking as the second graphics input argument, \emph{in2}, the original graphic source.
in2	LITERAL	1	\emph{'SourceAlpha'}				FALSE	FilterPrimitiveIn2Attribute	Specifies taking as the second graphics input argument, \emph{in2}, taking the alpha channel of the original graphic source.
in2	LITERAL	1	\emph{'BackgroundImage'}				FALSE	FilterPrimitiveIn2Attribute	Specifies taking as the second  graphics input argument, \emph{in2}, the image snapshot of the filter region in effect at the time filter was invoked.
in2	LITERAL	1	\emph{'BackgroundAlpha'}				FALSE	FilterPrimitiveIn2Attribute	Specifies taking as the second  graphics input argument, \emph{in2}, the \emph{alpha channel} of the filter region image.
in2	LITERAL	1	\emph{'FillPaint'}				FALSE	FilterPrimitiveIn2Attribute	Specifies taking as the second  graphics input argument, \emph{in2}, the \emph{fill} property on the target element.
in2	LITERAL	1	\emph{'StrokePaint'}				FALSE	FilterPrimitiveIn2Attribute	Specifies taking as the second  graphics input argument, \emph{in2}, the \emph{stroke} property on the target element.
in2	CHARACTER	1	<filter-primitive-reference>				FALSE	FilterPrimitiveIn2Attribute	Specifies taking as the second  graphics input argument, \emph{in2}, the results of the referenced filter primitive.
in2	ELEMENT	1	<filterPrimitveElement>				FALSE	FilterPrimitiveIn2Attribute	Specifies taking as the second  graphics input argument, \emph{in2}, the results of the given filter primitive.
in1	LITERAL	1	\emph{'SourceGraphic'}				FALSE	FilterPrimitiveIn1Attribute	Specifies taking as the first graphics input argument, \emph{in1}, the original graphic source.
in1	LITERAL	1	\emph{'SourceAlpha'}				FALSE	FilterPrimitiveIn1Attribute	Specifies taking as the first graphics input argument, \emph{in1}, taking the alpha channel of the original graphic source.
in1	LITERAL	1	\emph{'BackgroundImage'}				FALSE	FilterPrimitiveIn1Attribute	Specifies taking as the first graphics input argument, \emph{in1}, the image snapshot of the filter region in effect at the time filter was invoked.
in1	LITERAL	1	\emph{'BackgroundAlpha'}				FALSE	FilterPrimitiveIn1Attribute	Specifies taking as the first graphics input argument, \emph{in1}, the \emph{alpha channel} of the filter region image.
in1	LITERAL	1	\emph{'FillPaint'}				FALSE	FilterPrimitiveIn1Attribute	Specifies taking as the first graphics input argument, \emph{in1}, the \emph{fill} property on the target element.
in1	LITERAL	1	\emph{'StrokePaint'}				FALSE	FilterPrimitiveIn1Attribute	Specifies taking as the first graphics input argument, \emph{in1}, the \emph{stroke} property on the target element.
in1	CHARACTER	1	<filter-primitive-reference>			in1	FALSE	FilterPrimitiveIn1Attribute	Specifies taking as the first graphics input argument, \emph{in1}, the results of the referenced filter primitive.
in1	ELEMENT	1	<filterPrimitveElement>				FALSE	FilterPrimitiveIn1Attribute	Specifies taking as the first graphics input argument, \emph{in1}, the results of the given filter primitive.
